Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val,Test_Loss,Test_Acc
0,4.87639856338501,0.7739130258560181,4.732632160186768,0.699999988079071,1.5638126134872437,0.791304349899292
1,2.5435032844543457,0.895652174949646,2.9412946701049805,0.7599999904632568,0.759597897529602,0.895652174949646
2,1.4657179117202759,0.9304347634315491,3.155427932739258,0.800000011920929,0.31190040707588196,0.9739130139350891
3,0.7922129034996033,0.9652174115180969,1.9635190963745117,0.8399999737739563,0.14761261641979218,0.991304337978363
4,0.4999624490737915,0.9826086759567261,1.9050936698913574,0.8600000143051147,0.1390913426876068,0.991304337978363
