Epoch,loss,accuracy,val_loss,val_accuracy
0,1.4657179117202759,0.8260869383811951,3.155427932739258,0.7599999904632568
1,1.328133225440979,0.852173924446106,2.8941726684570312,0.7799999713897705
2,1.2362701892852783,0.8608695864677429,2.886355400085449,0.7799999713897705
3,1.1734713315963745,0.8695651888847351,2.868269681930542,0.800000011920929
4,0.7724104523658752,0.904347836971283,2.6612424850463867,0.7799999713897705
5,1.1954083442687988,0.8608695864677429,2.8759374618530273,0.7799999713897705
6,0.46147480607032776,0.8695651888847351,2.377586841583252,0.7799999713897705
7,0.6300169825553894,0.895652174949646,2.16257381439209,0.7799999713897705
8,1.295358657836914,0.8608695864677429,2.127959966659546,0.7799999713897705
9,1.196989893913269,0.843478262424469,2.3321750164031982,0.7799999713897705
10,0.6302973031997681,0.9304347634315491,2.1381940841674805,0.7799999713897705
11,0.7706775069236755,0.9130434989929199,2.0681557655334473,0.7799999713897705
12,1.1156773567199707,0.9217391014099121,2.0589041709899902,0.7799999713897705
13,0.412805438041687,0.8782608509063721,2.0483977794647217,0.7799999713897705
14,0.6070665717124939,0.9304347634315491,2.0395543575286865,0.7599999904632568
15,0.8598812222480774,0.9130434989929199,2.028432607650757,0.7599999904632568
16,0.6168450117111206,0.9217391014099121,2.0121681690216064,0.7599999904632568
17,1.0471564531326294,0.8695651888847351,1.9967100620269775,0.7599999904632568
18,1.002307415008545,0.886956512928009,1.979580044746399,0.7599999904632568
19,0.9038989543914795,0.9130434989929199,1.9671550989151,0.800000011920929
