Epoch,loss,accuracy,val_loss,val_accuracy
0,0.5684638023376465,0.895652174949646,1.9603397846221924,0.7799999713897705
1,0.4878233075141907,0.9304347634315491,1.9635190963745117,0.800000011920929
2,0.7922129034996033,0.886956512928009,1.959567666053772,0.800000011920929
3,0.47131234407424927,0.947826087474823,1.9568166732788086,0.800000011920929
4,0.3324655294418335,0.947826087474823,1.9526758193969727,0.800000011920929
5,0.4678151607513428,0.947826087474823,1.948850154876709,0.800000011920929
6,0.5370014309883118,0.895652174949646,1.6881909370422363,0.8199999928474426
7,0.284538209438324,0.9304347634315491,1.6836352348327637,0.8199999928474426
8,0.36419883370399475,0.9217391014099121,1.692297101020813,0.8199999928474426
9,0.3261493146419525,0.9652174115180969,1.6714248657226562,0.8399999737739563
10,0.3451264500617981,0.939130425453186,1.712565302848816,0.8199999928474426
11,0.5047829747200012,0.9217391014099121,1.6621060371398926,0.8399999737739563
12,0.3716384768486023,0.9130434989929199,1.658982753753662,0.8399999737739563
13,0.27454042434692383,0.9217391014099121,1.6529508829116821,0.8399999737739563
14,0.5395376086235046,0.886956512928009,1.646140694618225,0.8399999737739563
15,0.3206180930137634,0.947826087474823,1.6455377340316772,0.8399999737739563
16,0.5975774526596069,0.9217391014099121,1.6478430032730103,0.8399999737739563
17,0.3507220149040222,0.9304347634315491,1.6531612873077393,0.8399999737739563
18,0.3387369215488434,0.939130425453186,1.6545275449752808,0.8199999928474426
19,0.36028486490249634,0.939130425453186,1.6473705768585205,0.8199999928474426
