Epoch,loss,accuracy,val_loss,val_accuracy
0,4.87639856338501,0.573913037776947,4.732632160186768,0.5
1,3.858124017715454,0.6521739363670349,4.400200843811035,0.5600000023841858
2,3.6666667461395264,0.678260862827301,4.074093818664551,0.5799999833106995
3,4.11869478225708,0.6521739363670349,4.25134801864624,0.5799999833106995
4,4.7275848388671875,0.6173912882804871,3.475395441055298,0.5799999833106995
5,4.649352550506592,0.5652173757553101,3.447352647781372,0.5600000023841858
6,3.586026906967163,0.6608695387840271,3.220072031021118,0.6000000238418579
7,3.551630973815918,0.678260862827301,3.168698787689209,0.6200000047683716
8,3.001807928085327,0.7217391133308411,3.100438117980957,0.6399999856948853
9,2.8096141815185547,0.6608695387840271,3.1207995414733887,0.6800000071525574
10,3.147329330444336,0.695652186870575,3.540330171585083,0.699999988079071
11,3.074610710144043,0.695652186870575,3.5267751216888428,0.699999988079071
12,3.8308863639831543,0.6521739363670349,3.5183398723602295,0.699999988079071
13,2.9548494815826416,0.7043478488922119,3.5146074295043945,0.699999988079071
14,2.7833142280578613,0.7130434513092041,3.302548408508301,0.699999988079071
15,2.7694191932678223,0.7217391133308411,3.2862796783447266,0.699999988079071
16,2.174877166748047,0.7739130258560181,3.282820701599121,0.699999988079071
17,2.642467498779297,0.7217391133308411,3.2746996879577637,0.6800000071525574
18,2.0954153537750244,0.747826099395752,3.2576687335968018,0.699999988079071
19,2.793672561645508,0.678260862827301,3.243584632873535,0.699999988079071
