Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val,Test_Loss,Test_Acc
0,4.301632881164551,0.843478262424469,3.5084638595581055,0.7400000095367432,0.6407331824302673,0.904347836971283
1,1.3428508043289185,0.9652174115180969,2.5660955905914307,0.8399999737739563,0.03319300711154938,0.991304337978363
2,0.5961331725120544,0.9739130139350891,2.227442979812622,0.8399999737739563,0.008129719644784927,1.0
3,0.1970808506011963,1.0,1.9748711585998535,0.8199999928474426,0.001175715122371912,1.0
4,0.17429830133914948,1.0,1.9266444444656372,0.8600000143051147,0.0003187432012055069,1.0
