Epoch,loss,accuracy,val_loss,val_accuracy
0,0.09271696209907532,0.95652174949646,1.7116873264312744,0.8199999928474426
1,0.3509231507778168,0.95652174949646,1.7310107946395874,0.8199999928474426
2,0.08271436393260956,0.9304347634315491,1.948319435119629,0.800000011920929
3,0.3301127552986145,0.95652174949646,1.9419325590133667,0.800000011920929
4,0.5961331725120544,0.9304347634315491,1.6841119527816772,0.800000011920929
5,0.3625221252441406,0.9217391014099121,1.6718072891235352,0.800000011920929
6,0.332083135843277,0.95652174949646,1.6652684211730957,0.800000011920929
7,0.35521790385246277,0.9304347634315491,1.6713058948516846,0.800000011920929
8,0.04390847310423851,0.9739130139350891,1.6823261976242065,0.800000011920929
9,0.20210081338882446,0.947826087474823,1.6867562532424927,0.800000011920929
10,0.12239313870668411,0.95652174949646,1.6774237155914307,0.8199999928474426
11,0.3067462742328644,0.9739130139350891,1.6701103448867798,0.8199999928474426
12,0.06465213000774384,0.95652174949646,1.4005331993103027,0.8399999737739563
13,0.20267178118228912,0.947826087474823,1.4018640518188477,0.8199999928474426
14,0.32469281554222107,0.9652174115180969,1.6510422229766846,0.800000011920929
15,0.4311366081237793,0.9652174115180969,1.6590468883514404,0.800000011920929
16,0.4476951062679291,0.947826087474823,1.683774471282959,0.800000011920929
17,0.20163802802562714,0.9652174115180969,1.989844560623169,0.800000011920929
18,0.05973585322499275,0.9739130139350891,2.227442979812622,0.800000011920929
19,0.34920793771743774,0.939130425453186,1.9485962390899658,0.800000011920929
