Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val,Test_Loss,Test_Acc
0,4.737837791442871,0.7857142686843872,3.670413017272949,0.8541666865348816,2.4437215328216553,0.7946428656578064
1,2.6124699115753174,0.8660714030265808,2.01413893699646,0.8333333134651184,1.4101693630218506,0.8928571343421936
2,2.197805881500244,0.9107142686843872,2.053877830505371,0.8125,0.8359051942825317,0.9464285969734192
3,1.2921923398971558,0.9375,1.74905526638031,0.8333333134651184,0.573212742805481,0.9464285969734192
4,1.1378782987594604,0.9642857313156128,1.990363597869873,0.8541666865348816,0.5590947270393372,0.9553571343421936
