Epoch,loss,accuracy,val_loss,val_accuracy
0,2.197805881500244,0.8035714030265808,1.0542229413986206,0.75
1,1.3731346130371094,0.8214285969734192,1.2884877920150757,0.7708333134651184
2,1.4580186605453491,0.8571428656578064,1.5188997983932495,0.7708333134651184
3,1.5931061506271362,0.8571428656578064,1.5251959562301636,0.7708333134651184
4,0.9755899310112,0.875,1.5269328355789185,0.7708333134651184
5,1.4498863220214844,0.9017857313156128,1.5164012908935547,0.7708333134651184
6,1.8406293392181396,0.8571428656578064,1.5030479431152344,0.7708333134651184
7,0.9472860097885132,0.8928571343421936,1.7848020792007446,0.7916666865348816
8,1.189178466796875,0.8839285969734192,1.8045239448547363,0.7916666865348816
9,1.7634861469268799,0.8482142686843872,2.053877830505371,0.7916666865348816
10,1.6182159185409546,0.8660714030265808,2.0471131801605225,0.7916666865348816
11,1.044887661933899,0.9017857313156128,2.0489585399627686,0.8125
12,1.050252079963684,0.8928571343421936,1.7997421026229858,0.8125
13,1.180895447731018,0.8928571343421936,1.7784942388534546,0.8125
14,1.5569534301757812,0.875,1.7732114791870117,0.7916666865348816
15,1.338649868965149,0.8928571343421936,1.5389188528060913,0.7916666865348816
16,0.9059876203536987,0.9017857313156128,1.5135303735733032,0.7916666865348816
17,1.1207835674285889,0.8660714030265808,1.4955662488937378,0.7916666865348816
18,1.0191155672073364,0.9107142686843872,1.2701722383499146,0.7916666865348816
19,0.9482055306434631,0.8839285969734192,1.2450857162475586,0.7916666865348816
