Epoch,loss,accuracy,val_loss,val_accuracy
0,2.5283255577087402,0.7142857313156128,2.011335611343384,0.8125
1,2.3892128467559814,0.7678571343421936,2.01413893699646,0.8333333134651184
2,2.075974702835083,0.8125,1.5853943824768066,0.8125
3,2.415827989578247,0.7946428656578064,1.2809889316558838,0.8125
4,2.454481601715088,0.7767857313156128,1.22079336643219,0.8125
5,2.6124699115753174,0.7678571343421936,1.2183979749679565,0.8125
6,2.2183215618133545,0.7767857313156128,1.218373417854309,0.8125
7,1.500451683998108,0.8392857313156128,1.239176869392395,0.8333333134651184
8,2.4182848930358887,0.8035714030265808,1.2475944757461548,0.8333333134651184
9,2.160630941390991,0.8214285969734192,1.2255953550338745,0.8333333134651184
10,1.6240531206130981,0.8482142686843872,1.2262738943099976,0.8125
11,1.6474584341049194,0.8303571343421936,1.220544457435608,0.7916666865348816
12,1.6111146211624146,0.8571428656578064,1.2254091501235962,0.7916666865348816
13,1.609955072402954,0.8482142686843872,1.2416304349899292,0.7916666865348816
14,1.8702188730239868,0.8571428656578064,1.4726697206497192,0.8125
15,1.4994573593139648,0.8392857313156128,1.4733494520187378,0.8333333134651184
16,1.2584837675094604,0.8660714030265808,1.4857171773910522,0.8333333134651184
17,1.6165087223052979,0.8482142686843872,1.2734650373458862,0.8125
18,1.815331220626831,0.8482142686843872,1.008294701576233,0.8125
19,1.4727840423583984,0.8571428656578064,0.9951978325843811,0.7916666865348816
