Epoch,loss,accuracy,val_loss,val_accuracy
0,5.5808563232421875,0.5,4.26737642288208,0.5625
1,4.828608989715576,0.5982142686843872,4.04189920425415,0.5625
2,4.630885601043701,0.6071428656578064,3.7925446033477783,0.5208333134651184
3,5.299560070037842,0.5625,3.464595079421997,0.5416666865348816
4,4.7044196128845215,0.5803571343421936,3.4296085834503174,0.5416666865348816
5,4.158069133758545,0.625,3.3874969482421875,0.5625
6,4.3275957107543945,0.5892857313156128,3.436309814453125,0.625
7,4.22501277923584,0.6160714030265808,3.5610625743865967,0.625
8,3.4049112796783447,0.6875,3.552699089050293,0.625
9,3.1085667610168457,0.6428571343421936,3.5518882274627686,0.6458333134651184
10,3.1135566234588623,0.7053571343421936,3.2997658252716064,0.6458333134651184
11,3.5428011417388916,0.6696428656578064,3.284832715988159,0.6458333134651184
12,3.6029112339019775,0.6785714030265808,3.060192108154297,0.6458333134651184
13,3.3490664958953857,0.6785714030265808,3.2239773273468018,0.6458333134651184
14,2.9836862087249756,0.6964285969734192,3.195744276046753,0.6458333134651184
15,3.5242838859558105,0.6607142686843872,3.1704635620117188,0.6458333134651184
16,2.9107861518859863,0.7053571343421936,3.1620895862579346,0.6666666865348816
17,2.875525951385498,0.6875,2.9308788776397705,0.6666666865348816
18,2.76299786567688,0.6964285969734192,3.2078421115875244,0.6875
19,3.8677144050598145,0.6696428656578064,3.392406702041626,0.6875
