Model_Num,Best_Loss,Best_Acc,Best_Loss_Val,Best_Acc_Val,Test_Loss,Test_Acc
0,5.5808563232421875,0.7053571343421936,4.26737642288208,0.6875,1.9268537759780884,0.7589285969734192
1,3.1865811347961426,0.8482142686843872,3.104224443435669,0.75,0.9388861656188965,0.9017857313156128
2,2.020928144454956,0.9017857313156128,2.2817957401275635,0.7916666865348816,0.5989780426025391,0.9285714030265808
3,1.6629353761672974,0.9196428656578064,1.8667734861373901,0.8333333134651184,0.4398537278175354,0.9642857313156128
4,1.0080639123916626,0.9553571343421936,1.7903927564620972,0.8541666865348816,0.4232681095600128,0.9732142686843872
